index,schema,problem,solution,netlist
80,"*SPICE Netlist for circuit 80
I1 VDD 1 DC 1mA
M1 1 4 0 0 NMOS W=1u L=1u
M2 1 1 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. -439.3 mV
B. 214.6 mV
C. 429.3 mV
D. 0 V",B,"*SPICE Netlist for circuit 80
I1 VDD 1 DC 1mA
M1 1 4 0 0 NMOS W=1u L=1u
M2 1 1 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(4) V(VDD)
.END"
86,"*SPICE Netlist for circuit 86
V1 5 0 5V
M1 3 1 0 0 NMOS W=1u L=1u
M2 3 1 5 5 PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(5) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 10 V
B. 5 V
C. 0 V
D. 2.5 V",B,"*SPICE Netlist for circuit 86
V1 5 0 5V
M1 3 1 0 0 NMOS W=1u L=1u
M2 3 1 5 5 PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(5) I(V1)
.END"
95,"*SPICE Netlist for circuit 95
I1 1 2 DC 1mA
R1 2 1 1k

.OP
.PRINT OP V(1) V(2)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. -1 V
B. 500 mV
C. -250 mV
D. -500 mV",D,"*SPICE Netlist for circuit 95
I1 1 2 DC 1mA
R1 2 1 1k

.OP
.PRINT OP V(1) V(2)
.END"
95,"*SPICE Netlist for circuit 95
I1 1 2 DC 1mA
R1 2 1 1k

.OP
.PRINT OP V(1) V(2)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. -500 mV
B. 500 mV
C. 1 V
D. 250 mV",B,"*SPICE Netlist for circuit 95
I1 1 2 DC 1mA
R1 2 1 1k

.OP
.PRINT OP V(1) V(2)
.END"
96,"*SPICE Netlist for circuit 96
I1 VDD 1 DC 1mA
R1 0 4 1k
M1 1 3 4 4 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. 0 V
B. 1 V
C. 500 mV
D. -1 mV",C,"*SPICE Netlist for circuit 96
I1 VDD 1 DC 1mA
R1 0 4 1k
M1 1 3 4 4 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(VDD)
.END"
103,"*SPICE Netlist for circuit 103
V1 3 0 5V
R1 0 1 1k
R2 3 1 1k

.OP
.PRINT OP V(1) V(3) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 2.5 V
B. 5 V
C. 1.25 V
D. -2.5 mV",A,"*SPICE Netlist for circuit 103
V1 3 0 5V
R1 0 1 1k
R2 3 1 1k

.OP
.PRINT OP V(1) V(3) I(V1)
.END"
103,"*SPICE Netlist for circuit 103
V1 3 0 5V
R1 0 1 1k
R2 3 1 1k

.OP
.PRINT OP V(1) V(3) I(V1)
.END","In the given SPICE netlist, what is the DC current through V1?
A. 2.5 A
B. -5 mA
C. -2.5 mA
D. 5 A",C,"*SPICE Netlist for circuit 103
V1 3 0 5V
R1 0 1 1k
R2 3 1 1k

.OP
.PRINT OP V(1) V(3) I(V1)
.END"
107,"*SPICE Netlist for circuit 107
I1 VDD 2 DC 1mA
M2 2 5 0 0 NMOS W=1u L=1u
M3 3 1 0 0 NMOS W=1u L=1u
M1 VDD 2 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -327.6 mV
B. 0 V
C. -1.31 V
D. -655.1 mV",D,"*SPICE Netlist for circuit 107
I1 VDD 2 DC 1mA
M2 2 5 0 0 NMOS W=1u L=1u
M3 3 1 0 0 NMOS W=1u L=1u
M1 VDD 2 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(VDD)
.END"
108,"*SPICE Netlist for circuit 108
I1 1 0 DC 1mA
R1 0 1 1k
M1 VDD 4 1 1 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 0 V
B. -2 V
C. -505 mV
D. -1 V",D,"*SPICE Netlist for circuit 108
I1 1 0 DC 1mA
R1 0 1 1k
M1 VDD 4 1 1 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(4) V(VDD)
.END"
110,"*SPICE Netlist for circuit 110
C1 0 3 1nF
I1 3 0 DC 1mA
M2 1 1 VDD VDD PMOS W=1u L=1u
M1 1 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. -5 V
B. 0 V
C. -20 V
D. -10 V",D,"*SPICE Netlist for circuit 110
C1 0 3 1nF
I1 3 0 DC 1mA
M2 1 1 VDD VDD PMOS W=1u L=1u
M1 1 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(5) V(VDD)
.END"
110,"*SPICE Netlist for circuit 110
C1 0 3 1nF
I1 3 0 DC 1mA
M2 1 1 VDD VDD PMOS W=1u L=1u
M1 1 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -10 V
B. 0 V
C. -5 V
D. -20 V",A,"*SPICE Netlist for circuit 110
C1 0 3 1nF
I1 3 0 DC 1mA
M2 1 1 VDD VDD PMOS W=1u L=1u
M1 1 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(5) V(VDD)
.END"
111,"*SPICE Netlist for circuit 111
C1 0 4 1nF
I1 3 0 DC 1mA
I2 4 0 DC 1mA
M3 1 1 VDD VDD PMOS W=1u L=1u
M2 1 3 4 4 NMOS W=1u L=1u
M1 VDD 6 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. -21.79 V
B. -20.66 V
C. -41.31 V
D. 0 V",B,"*SPICE Netlist for circuit 111
C1 0 4 1nF
I1 3 0 DC 1mA
I2 4 0 DC 1mA
M3 1 1 VDD VDD PMOS W=1u L=1u
M2 1 3 4 4 NMOS W=1u L=1u
M1 VDD 6 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD)
.END"
111,"*SPICE Netlist for circuit 111
C1 0 4 1nF
I1 3 0 DC 1mA
I2 4 0 DC 1mA
M3 1 1 VDD VDD PMOS W=1u L=1u
M2 1 3 4 4 NMOS W=1u L=1u
M1 VDD 6 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. -20 V
B. 0 V
C. -40 V
D. -21.79 V",A,"*SPICE Netlist for circuit 111
C1 0 4 1nF
I1 3 0 DC 1mA
I2 4 0 DC 1mA
M3 1 1 VDD VDD PMOS W=1u L=1u
M2 1 3 4 4 NMOS W=1u L=1u
M1 VDD 6 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD)
.END"
111,"*SPICE Netlist for circuit 111
C1 0 4 1nF
I1 3 0 DC 1mA
I2 4 0 DC 1mA
M3 1 1 VDD VDD PMOS W=1u L=1u
M2 1 3 4 4 NMOS W=1u L=1u
M1 VDD 6 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -21.79 V
B. -43.58 V
C. 0 V
D. -20.66 V",A,"*SPICE Netlist for circuit 111
C1 0 4 1nF
I1 3 0 DC 1mA
I2 4 0 DC 1mA
M3 1 1 VDD VDD PMOS W=1u L=1u
M2 1 3 4 4 NMOS W=1u L=1u
M1 VDD 6 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD)
.END"
112,"*SPICE Netlist for circuit 112
V1 4 0 5V
M1 2 1 4 4 NMOS W=1u L=1u
R1 2 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 0 V
B. 4.823 V
C. 9.645 V
D. 2.411 V",B,"*SPICE Netlist for circuit 112
V1 4 0 5V
M1 2 1 4 4 NMOS W=1u L=1u
R1 2 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD) I(V1)
.END"
113,"*SPICE Netlist for circuit 113
C1 5 2 1nF
V1 5 0 5V
I1 2 0 DC 1mA
M1 3 1 2 2 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. -1 mV
B. 0 V
C. -5 V
D. 5 V",C,"*SPICE Netlist for circuit 113
C1 5 2 1nF
V1 5 0 5V
I1 2 0 DC 1mA
M1 3 1 2 2 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(VDD) I(V1)
.END"
113,"*SPICE Netlist for circuit 113
C1 5 2 1nF
V1 5 0 5V
I1 2 0 DC 1mA
M1 3 1 2 2 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -5 V
B. -1 mV
C. 0 V
D. 5 V",A,"*SPICE Netlist for circuit 113
C1 5 2 1nF
V1 5 0 5V
I1 2 0 DC 1mA
M1 3 1 2 2 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(VDD) I(V1)
.END"
113,"*SPICE Netlist for circuit 113
C1 5 2 1nF
V1 5 0 5V
I1 2 0 DC 1mA
M1 3 1 2 2 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC current through V1?
A. 0 A
B. -1 mA
C. -5 A
D. 5 A",B,"*SPICE Netlist for circuit 113
C1 5 2 1nF
V1 5 0 5V
I1 2 0 DC 1mA
M1 3 1 2 2 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(VDD) I(V1)
.END"
114,"*SPICE Netlist for circuit 114
V1 6 0 5V
M1 2 1 4 4 NMOS W=1u L=1u
R1 2 VDD 1k
R2 4 2 1k
R3 6 4 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(6) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 2.5 V
B. 5 V
C. 10 V
D. 0 V",B,"*SPICE Netlist for circuit 114
V1 6 0 5V
M1 2 1 4 4 NMOS W=1u L=1u
R1 2 VDD 1k
R2 4 2 1k
R3 6 4 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(6) V(VDD) I(V1)
.END"
114,"*SPICE Netlist for circuit 114
V1 6 0 5V
M1 2 1 4 4 NMOS W=1u L=1u
R1 2 VDD 1k
R2 4 2 1k
R3 6 4 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(6) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. 5 V
B. 0 V
C. 2.5 V
D. 10 V",A,"*SPICE Netlist for circuit 114
V1 6 0 5V
M1 2 1 4 4 NMOS W=1u L=1u
R1 2 VDD 1k
R2 4 2 1k
R3 6 4 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(6) V(VDD) I(V1)
.END"
117,"*SPICE Netlist for circuit 117
V1 2 0 5V
R1 2 1 1k

.OP
.PRINT OP V(1) V(2) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 10 V
B. 5 V
C. 2.5 V
D. 0 V",B,"*SPICE Netlist for circuit 117
V1 2 0 5V
R1 2 1 1k

.OP
.PRINT OP V(1) V(2) I(V1)
.END"
118,"*SPICE Netlist for circuit 118
V1 4 0 5V
M1 2 1 5 5 NMOS W=1u L=1u
R1 2 VDD 1k
R2 4 5 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(5) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 0 V
B. 4.823 V
C. 9.645 V
D. 2.411 V",B,"*SPICE Netlist for circuit 118
V1 4 0 5V
M1 2 1 5 5 NMOS W=1u L=1u
R1 2 VDD 1k
R2 4 5 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(5) V(VDD) I(V1)
.END"
118,"*SPICE Netlist for circuit 118
V1 4 0 5V
M1 2 1 5 5 NMOS W=1u L=1u
R1 2 VDD 1k
R2 4 5 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(5) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 5?
A. 5 V
B. 10 V
C. 0 V
D. 2.5 V",A,"*SPICE Netlist for circuit 118
V1 4 0 5V
M1 2 1 5 5 NMOS W=1u L=1u
R1 2 VDD 1k
R2 4 5 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(5) V(VDD) I(V1)
.END"
120,"*SPICE Netlist for circuit 120
I1 VDD 2 DC 1mA
V1 3 0 5V
M1 2 1 3 3 NMOS W=1u L=1u
R1 3 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. -1 mV
B. 5 V
C. 6 V
D. 0 V",C,"*SPICE Netlist for circuit 120
I1 VDD 2 DC 1mA
V1 3 0 5V
M1 2 1 3 3 NMOS W=1u L=1u
R1 3 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD) I(V1)
.END"
120,"*SPICE Netlist for circuit 120
I1 VDD 2 DC 1mA
V1 3 0 5V
M1 2 1 3 3 NMOS W=1u L=1u
R1 3 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC current through V1?
A. 6 A
B. 5 A
C. 0 A
D. 1 mA",D,"*SPICE Netlist for circuit 120
I1 VDD 2 DC 1mA
V1 3 0 5V
M1 2 1 3 3 NMOS W=1u L=1u
R1 3 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD) I(V1)
.END"
121,"*SPICE Netlist for circuit 121
I1 VDD 3 DC 1mA
V1 6 0 5V
M1 3 1 4 4 NMOS W=1u L=1u
R2 4 3 1k
R1 6 4 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. 0 V
B. 7 V
C. 6 V
D. 5 V",C,"*SPICE Netlist for circuit 121
I1 VDD 3 DC 1mA
V1 6 0 5V
M1 3 1 4 4 NMOS W=1u L=1u
R2 4 3 1k
R1 6 4 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD) I(V1)
.END"
121,"*SPICE Netlist for circuit 121
I1 VDD 3 DC 1mA
V1 6 0 5V
M1 3 1 4 4 NMOS W=1u L=1u
R2 4 3 1k
R1 6 4 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 6 V
B. 5 V
C. 0 V
D. 7 V",D,"*SPICE Netlist for circuit 121
I1 VDD 3 DC 1mA
V1 6 0 5V
M1 3 1 4 4 NMOS W=1u L=1u
R2 4 3 1k
R1 6 4 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD) I(V1)
.END"
121,"*SPICE Netlist for circuit 121
I1 VDD 3 DC 1mA
V1 6 0 5V
M1 3 1 4 4 NMOS W=1u L=1u
R2 4 3 1k
R1 6 4 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC current through V1?
A. 1 mA
B. 0 A
C. 7 A
D. 6 A",A,"*SPICE Netlist for circuit 121
I1 VDD 3 DC 1mA
V1 6 0 5V
M1 3 1 4 4 NMOS W=1u L=1u
R2 4 3 1k
R1 6 4 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD) I(V1)
.END"
300,"M1 NMOS Vout X 0 0 NA
MB NMOS VB VB 0 0 NA
RD R VDD Vout NA
RB R X VB NA
CB C X Vin NA
IB I VDD VB NA",1. What are the voltages at nodes 1 and 2 at the DC operating point?,"1. V(1) = 5.254 V, V(2) = 5.254 V","MOSFET amplifier with bias network
M1 Vout X 0 0 NMOS
MB VB VB 0 0 NMOS
RD VDD Vout 1k
RB X VB 1k
CB X Vin 1n
IB VDD VB DC 1mA
VDD VDD 0 DC 5
.model NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.model PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.op
.end"
122,"*SPICE Netlist for circuit 122
I1 VDD 1 DC 1mA
V1 4 0 5V
M1 1 2 4 4 NMOS W=1u L=1u
R1 4 1 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC current through V1?
A. 0 A
B. 6 A
C. 1 mA
D. 5 A",C,"*SPICE Netlist for circuit 122
I1 VDD 1 DC 1mA
V1 4 0 5V
M1 1 2 4 4 NMOS W=1u L=1u
R1 4 1 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD) I(V1)
.END"
124,"*SPICE Netlist for circuit 124
V1 2 0 5V
R3 0 4 1k
M1 2 1 4 4 NMOS W=1u L=1u
R1 2 VDD 1k
R2 4 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. 0 V
B. 2.5 V
C. 5 V
D. -2.5 mV",B,"*SPICE Netlist for circuit 124
V1 2 0 5V
R3 0 4 1k
M1 2 1 4 4 NMOS W=1u L=1u
R1 2 VDD 1k
R2 4 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD) I(V1)
.END"
124,"*SPICE Netlist for circuit 124
V1 2 0 5V
R3 0 4 1k
M1 2 1 4 4 NMOS W=1u L=1u
R1 2 VDD 1k
R2 4 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC current through V1?
A. 2.5 A
B. -2.5 mA
C. 0 A
D. 5 A",B,"*SPICE Netlist for circuit 124
V1 2 0 5V
R3 0 4 1k
M1 2 1 4 4 NMOS W=1u L=1u
R1 2 VDD 1k
R2 4 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD) I(V1)
.END"
125,"*SPICE Netlist for circuit 125
I1 2 0 DC 1mA
R1 0 2 1k
M1 3 5 2 2 NMOS W=1u L=1u
R2 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. -1 V
B. 0 V
C. -2 V
D. -336.7 mV",A,"*SPICE Netlist for circuit 125
I1 2 0 DC 1mA
R1 0 2 1k
M1 3 5 2 2 NMOS W=1u L=1u
R2 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(5) V(VDD)
.END"
125,"*SPICE Netlist for circuit 125
I1 2 0 DC 1mA
R1 0 2 1k
M1 3 5 2 2 NMOS W=1u L=1u
R2 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -1 V
B. -336.7 mV
C. -673.3 mV
D. 0 V",B,"*SPICE Netlist for circuit 125
I1 2 0 DC 1mA
R1 0 2 1k
M1 3 5 2 2 NMOS W=1u L=1u
R2 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(5) V(VDD)
.END"
136,"*SPICE Netlist for circuit 136
I1 VDD 2 DC 1mA
V1 6 0 5V
M1 2 1 4 4 NMOS W=1u L=1u
R2 4 2 1k
R1 6 4 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(6) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 6 V
B. 7 V
C. 0 V
D. 5 V",B,"*SPICE Netlist for circuit 136
I1 VDD 2 DC 1mA
V1 6 0 5V
M1 2 1 4 4 NMOS W=1u L=1u
R2 4 2 1k
R1 6 4 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(6) V(VDD) I(V1)
.END"
